index,name,price,url,category
0,Inconel 690 Scrap,₹550/ Kilogram,https://www.indiamart.com/proddetail/inconel-690-scrap-11643041197.html?pos=1&kwd=industrial,Industrial Scrap
1,Titanium Scrap,₹250/ Kilogram,https://www.indiamart.com/proddetail/titanium-scrap-11674300391.html?pos=2&kwd=industrial,Industrial Scrap
2,"Stainless Steel Plate Cut Scrap, 50 KG, Packaging Type: GUNNY BAGS",₹100/ Kg,https://www.indiamart.com/proddetail/stainless-steel-plate-cut-scrap-19281601388.html?pos=3&kwd=industrial,Industrial Scrap
3,"Black Mild Steel Scrap, For Metal Industry, Packaging Type: Loose",₹43/ Kg,https://www.indiamart.com/proddetail/mild-steel-scrap-26010043330.html?pos=5&kwd=industrial,Industrial Scrap
4,"Aluminium Scrap Lithium Battery, Model Name/Number: 18650/2100/32650, Battery Capacity: 500 mAh",₹90/ Kg,https://www.indiamart.com/proddetail/scrap-lithium-battery-24229959212.html?pos=6&kwd=industrial,Industrial Scrap
5,"MS Copper Wire Scrap, For Industrial",₹105/ Kg,https://www.indiamart.com/proddetail/ms-copper-wire-scrap-26153949930.html?pos=7&kwd=industrial,Industrial Scrap
6,Motor Scrap,₹115/ Kg,https://www.indiamart.com/proddetail/motor-scrap-25597756348.html?pos=10&kwd=industrial,Industrial Scrap
7,Ss 316L Scrap,₹255/ Kilogram,https://www.indiamart.com/proddetail/ss-316l-scrap-2851091163091.html?pos=11&kwd=industrial,Industrial Scrap
8,Ss 304 Plate Cutting Scrap,₹260/ Kilogram,https://www.indiamart.com/proddetail/ss-304-plate-cutting-scrap-25657671797.html?pos=12.2&kwd=industrial,Industrial Scrap
9,"Cast Iron Scrap, For Foundry Industry","₹41,500/ Metric",https://www.indiamart.com/proddetail/cast-iron-scrap-17663952373.html?pos=14&kwd=industrial,Industrial Scrap
10,"SS Duplex Scrap, 2mm",₹325/ Kilogram,https://www.indiamart.com/proddetail/ss-duplex-scrap-19471660633.html?pos=15&kwd=industrial,Industrial Scrap
11,"Copper Plate Scrap, For Industrial",₹440/ kg,https://www.indiamart.com/proddetail/copper-plate-scrap-14539941691.html?pos=16&kwd=industrial,Industrial Scrap
12,"Silver Aluminum Wire Scrap, For Industrial",₹210/ Kilogram Onwards,https://www.indiamart.com/proddetail/aluminum-wire-scrap-11472810373.html?pos=17&kwd=industrial,Industrial Scrap
13,"Titanium Scrap, Packaging Type: Box",₹325/ Kilogram,https://www.indiamart.com/proddetail/titanium-scrap-5674430655.html?pos=18&kwd=industrial,Industrial Scrap
14,Mild Steel CR Trimming Industrial Scrap,₹24/ Kilogram,https://www.indiamart.com/proddetail/cr-trimming-industrial-scrap-20858592197.html?pos=19&kwd=industrial,Industrial Scrap
15,Industrial Brass Scrap,₹450/ Kg,https://www.indiamart.com/proddetail/industrial-brass-scrap-23964790788.html?pos=20&kwd=industrial,Industrial Scrap
16,Iron Industrial Sarap,"₹32,000/ Ton",https://www.indiamart.com/proddetail/industrial-sarap-25586347155.html?pos=22&kwd=industrial,Industrial Scrap
17,"Titanium Plate Scrap, Packaging Type: Loose",₹500/ Kg,https://www.indiamart.com/proddetail/titanium-plate-scrap-2850820402255.html?pos=24&kwd=industrial,Industrial Scrap
18,Aluminium Wheel Scrap,₹320/ Kg,https://www.indiamart.com/proddetail/aluminium-wheel-scrap-2850658827362.html?pos=27&kwd=industrial,Industrial Scrap
19,"Powder Grey Zinc Dust, For Industrial",₹375/ Kg,https://www.indiamart.com/proddetail/zinc-dust-11485664691.html?pos=28&kwd=industrial,Industrial Scrap
20,Bronze Scrap,₹454/ Kilogram,https://www.indiamart.com/proddetail/bronze-scrap-4293901612.html?pos=32&kwd=industrial,Industrial Scrap
21,"Powder 99.0% Zinc Dust (325 Mesh), Grade Standard: Laborotry",₹300/ KG,https://www.indiamart.com/proddetail/zinc-dust-325-mesh-21619246062.html?pos=33&kwd=industrial,Industrial Scrap
22,Tungsten Scrap,₹500/ Kg,,Industrial Scrap
23,Nickel Scrap,"₹1,000/ Kg",https://www.indiamart.com/proddetail/nickel-scrap-23261181573.html?pos=35&kwd=industrial,Industrial Scrap
24,98 % Fine Zinc Ash Powder Industrial grade,₹45/ Kg,https://www.indiamart.com/proddetail/fine-zinc-ash-powder-industrial-grade-2850789176233.html?pos=36&kwd=industrial,Industrial Scrap
25,"Grade Standard: Industrial Grade Zinc Pellets (7440-66-6), Packaging Size: 25 kg","₹13,000/ Kg",https://www.indiamart.com/proddetail/zinc-pellets-7440-66-6-2849949888455.html?pos=38&kwd=industrial,Industrial Scrap
26,Carbide Grinding Sludge Powder,₹500/ Kg,https://www.indiamart.com/proddetail/carbide-grinding-sludge-powder-23509443430.html?pos=39&kwd=industrial,Industrial Scrap
27,Titanium Scrap,₹70/ Kgs,https://www.indiamart.com/proddetail/titanium-scrap-9875180262.html?pos=41&kwd=industrial,Industrial Scrap
28,"Copper Nickel Scrap, For Electric Wire, 25 Kg",₹600/ Kg,https://www.indiamart.com/proddetail/copper-nickel-scrap-23839057312.html?pos=42&kwd=industrial,Industrial Scrap
30,Manganese Flakes,₹210/ Kilogram,https://www.indiamart.com/proddetail/manganese-flakes-21953750591.html?pos=43&kwd=industrial,Industrial Scrap
31,"Silver Aluminium Scrap, For Automobile Industry",₹80/ Kg,https://www.indiamart.com/proddetail/aluminium-scrap-21782276648.html?pos=44&kwd=industrial,Industrial Scrap
32,Building Construction Scrap,"₹40,000/ Metric Ton",https://www.indiamart.com/proddetail/building-construction-scrap-23569195797.html?pos=46&kwd=industrial,Industrial Scrap
33,Gray ZORBA Dust Rawali,₹8/ Kg,https://www.indiamart.com/proddetail/zorba-dust-rawali-25555126588.html?pos=47&kwd=industrial,Industrial Scrap
34,"Iron Scrap, For Metal Industry","₹38,000/ Ton",https://www.indiamart.com/proddetail/iron-scrap-22557076188.html?pos=48&kwd=industrial,Industrial Scrap
35,"Grade 304 L Stainless Steel Scrap, Bars Offcuts, 2mm",₹165/ Kg,https://www.indiamart.com/proddetail/grade-304-l-stainless-steel-scrap-9788246088.html?pos=49&kwd=industrial,Industrial Scrap
36,Industrial Gun Metal Scrap,₹350/ Kilogram,https://www.indiamart.com/proddetail/industrial-gun-metal-scrap-15288736697.html?pos=50&kwd=industrial,Industrial Scrap
37,"Brown HMS 1 And 2 Metal Scrap, Packaging Type: Loose",₹41/ Kg,https://www.indiamart.com/proddetail/hms-1-and-2-metal-scrap-20474399012.html?pos=51&kwd=industrial,Industrial Scrap
38,"Aluminium Zorba Scrap, Size: 5-10 Inches",₹35/ Kilogram,https://www.indiamart.com/proddetail/aluminium-zorba-scrap-21027201233.html?pos=52.2&kwd=industrial,Industrial Scrap
39,"Ss 304 316 Scrap, Packaging Type: Sack",₹100/ Kg,https://www.indiamart.com/proddetail/ss-304-316-scrap-26510649855.html?pos=54&kwd=industrial,Industrial Scrap
42,"Mild Steel Ms Skull Scrap, For Metal Industry, Packaging Type: Loose","₹28,000/ Tonne",https://www.indiamart.com/proddetail/ms-skull-scrap-2850315998062.html?pos=57&kwd=industrial,Industrial Scrap
43,Alloy Steel Scrap,"₹52,000/ Kilogram",,Industrial Scrap
44,"Titanium turning Borings scrap, For Metal Industry",₹200/ Kg,https://www.indiamart.com/proddetail/titanium-turning-borings-scrap-2850659561473.html?pos=61&kwd=industrial,Industrial Scrap
45,Copper Induction Melting Furnace,₹15 Lakh/ Piece,https://www.indiamart.com/proddetail/induction-melting-furnace-2850496684248.html?pos=63&kwd=industrial,Industrial Scrap
46,"Ms Brown Mild Steel Scrap, For Industrial, Packaging Type: Loose",₹40/ Kg,https://www.indiamart.com/proddetail/mild-steel-scrap-2850141292033.html?pos=65&kwd=industrial,Industrial Scrap
47,Brass Scrap,₹490/ Kg,https://www.indiamart.com/proddetail/brass-scrap-2851626259712.html?pos=66&kwd=industrial,Industrial Scrap
48,"Rail Iron Scrap, For Metal Industry, 50 Kg","₹65,000/ Tonne",https://www.indiamart.com/proddetail/rail-iron-scrap-2851649723648.html?pos=67&kwd=industrial,Industrial Scrap
49,"50 Kg Black Ms Wire Nails Scrap, Head Diameter: 0.5 mm, Gauge: 14 Gauge",₹60/ Kg,https://www.indiamart.com/proddetail/ms-wire-nails-scrap-25606427362.html?pos=70&kwd=industrial,Industrial Scrap
54,"Silver Aluminium Scrap, For Industrial",₹185/ Kgs,https://www.indiamart.com/proddetail/aluminium-scrap-11620332212.html?pos=71&kwd=industrial,Industrial Scrap
55,"Wire Millberry Copper Scrap, For industrial, Grade: AA",₹695/ Kg,https://www.indiamart.com/proddetail/millberry-copper-scrap-2848962027448.html?pos=72&kwd=industrial,Industrial Scrap
56,Brass Metal Scrap,₹450/ Kg,https://www.indiamart.com/proddetail/brass-metal-scrap-27018238397.html?pos=73&kwd=industrial,Industrial Scrap
57,"Stainless Steel Tyre Wire Scrap, Bars Offcuts, Thickness: 3.2 mm",₹20/ Kg,https://www.indiamart.com/proddetail/stainless-steel-tyre-wire-scrap-2850675897912.html?pos=75&kwd=industrial,Industrial Scrap
58,"Powder 97% Min Zinc Dust, Grade Standard: High Purity",₹250/ Kg,https://www.indiamart.com/proddetail/zinc-dust-2850884759862.html?pos=78&kwd=industrial,Industrial Scrap
59,"Ab 2 Grade YELLOW Aluminium Bronze Scrap Ab2, For Automobile Industry",₹600/ Kg,https://www.indiamart.com/proddetail/aluminium-bronze-scrap-ab2-2850371304897.html?pos=79&kwd=industrial,Industrial Scrap
60,Aluminium Aluminum Foil Scrap 8006/3003,₹130/ Kilogram,https://www.indiamart.com/proddetail/aluminum-foil-scrap-8006-3003-13084420173.html?pos=80&kwd=industrial,Industrial Scrap
61,Tungstan Scrap Solid,"₹1,800/ Kilogram",https://www.indiamart.com/proddetail/tungstan-scrap-solid-22833113033.html?pos=81&kwd=industrial,Industrial Scrap
62,Nickel Scrap,"₹2,300/ Kg",https://www.indiamart.com/proddetail/nickel-scrap-26665516062.html?pos=82&kwd=industrial,Industrial Scrap
63,Silicon Carbide Scrap,₹35/ Kg,https://www.indiamart.com/proddetail/silicon-carbide-scrap-21186132112.html?pos=83.1&kwd=industrial,Industrial Scrap
64,"Millberry Copper Wire Scrap, 1000 kg",₹720/ Kg,https://www.indiamart.com/proddetail/millberry-copper-wire-scrap-2850370371091.html?pos=84&kwd=industrial,Industrial Scrap
67,Monal Scrap,₹925/ Kg,https://www.indiamart.com/proddetail/monal-scrap-23052488348.html?pos=87&kwd=industrial,Industrial Scrap
68,Tungsten Carbide Scrap,"₹1,850/ Kg",https://www.indiamart.com/proddetail/tungsten-carbide-scrap-2850650563762.html?pos=88&kwd=industrial,Industrial Scrap
69,Tungsten Scrap,"₹2,200/ Kg",https://www.indiamart.com/proddetail/tungsten-scrap-23932802362.html?pos=89&kwd=industrial,Industrial Scrap
70,"Steel Tire Wire Scrap, Packaging Type: Loose, Bars Offcuts",₹14/ Kilogram,https://www.indiamart.com/proddetail/steel-tire-wire-scrap-6959093362.html?pos=90&kwd=industrial,Industrial Scrap
71,"Industrial Stainless Steel Scrap, Packaging Type: Loose, Plate Offcuts",₹118/ Kg,https://www.indiamart.com/proddetail/industrial-stainless-steel-scrap-2849670583112.html?pos=91&kwd=industrial,Industrial Scrap
72,"Powder Zinc Ash Zinc Dust, 50 Kg",₹49/ Kg,https://www.indiamart.com/proddetail/zinc-ash-zinc-dust-2852108119791.html?pos=92&kwd=industrial,Industrial Scrap
73,Industrial Cobalt Scrap,₹500/ Kilogram,https://www.indiamart.com/proddetail/industrial-cobalt-scrap-20270965588.html?pos=93&kwd=industrial,Industrial Scrap
74,"Cast Iron Scrap, For Foundry Industry",₹39/ Kg,https://www.indiamart.com/proddetail/cast-iron-scrap-20629118791.html?pos=94&kwd=industrial,Industrial Scrap
75,"Mixed Hips Tv Scrap, For Industrial",₹45/ Kg,https://www.indiamart.com/proddetail/hips-tv-scrap-18113964255.html?pos=97&kwd=industrial,Industrial Scrap
76,"Recyclable Aluminum Foil Scrap, For Melting",₹160/ Kilogram,https://www.indiamart.com/proddetail/recyclable-aluminum-foil-scrap-20730451097.html?pos=98&kwd=industrial,Industrial Scrap
79,ALUMINIUM UTENSILS SCRAP,₹115/ Kg,,Industrial Scrap
80,Gunmetal Scrap,₹550/ Kg,https://www.indiamart.com/proddetail/gunmetal-scrap-23083574630.html?pos=101&kwd=industrial,Industrial Scrap
81,Tungsten Wire Scrap,"₹1,650/ Kg",https://www.indiamart.com/proddetail/tungsten-wire-scrap-20037752230.html?pos=102&kwd=industrial,Industrial Scrap
82,Electronic Scrap,₹300/ Kg,https://www.indiamart.com/proddetail/electronic-scrap-2851559479673.html?pos=104&kwd=industrial,Industrial Scrap
83,"Copper Millberry Wire Scraps 99.99, Grade: Grade A",₹640/ Kg,https://www.indiamart.com/proddetail/copper-millberry-wire-scraps-99-99-23846650312.html?pos=105&kwd=industrial,Industrial Scrap
84,"Gefran Used Siemens Plc, Controllogix","₹55,000/ Ton",https://www.indiamart.com/proddetail/used-siemens-plc-27599569112.html?pos=106&kwd=industrial,Industrial Scrap
85,"Powder 50% Zinc Ash Zinc Dust, 1 Kg",₹50/ Kilogram,https://www.indiamart.com/proddetail/zinc-ash-zinc-dust-22666924455.html?pos=109&kwd=industrial,Industrial Scrap
89,Metal Alternator Scrap,₹115/ Kg,https://www.indiamart.com/proddetail/alternator-scrap-25903880297.html?pos=114&kwd=industrial,Industrial Scrap
90,"Powder 98% Zinc Dust, Grade Standard: Lab Grade",₹85/ Kg,https://www.indiamart.com/proddetail/zinc-dust-8390584788.html?pos=115&kwd=industrial,Industrial Scrap
91,"Hastelloy C22 Scrap, 3 mm","₹1,300/ Kilogram",https://www.indiamart.com/proddetail/hastelloy-c22-scrap-20225663230.html?pos=118&kwd=industrial,Industrial Scrap
92,"Industrial Nickel Scrap, 25","₹1,400/ Kg",https://www.indiamart.com/proddetail/industrial-nickel-scrap-2849755224755.html?pos=119&kwd=industrial,Industrial Scrap
93,Nicrome Nichrome Scrap,"₹1,300/ Kilogram",https://www.indiamart.com/proddetail/nichrome-scrap-15430165448.html?pos=120&kwd=industrial,Industrial Scrap
94,"Aluminium Radiator Scrap, For Metal Industry",₹88/ Kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-13912210288.html?pos=121&kwd=industrial,Industrial Scrap
95,Black Iron Ss Metal Scrap,₹20/ Tonne,https://www.indiamart.com/proddetail/ss-metal-scrap-2851534999512.html?pos=122&kwd=industrial,Industrial Scrap
96,"Bare COPPER TRANSFORMERS STRIP (PATTI), For Industrial, Thickness: Thick",₹750/ Kg,https://www.indiamart.com/proddetail/copper-transformers-strip-patti-24248688655.html?pos=123&kwd=industrial,Industrial Scrap
97,Cobalt Scrap,₹50/ Kilogram,https://www.indiamart.com/proddetail/cobalt-scrap-18959053788.html?pos=125&kwd=industrial,Industrial Scrap
98,"99% Zinc Dust Powder, 50, Grade Standard: Industrial",₹30/ Kilogram,https://www.indiamart.com/proddetail/zinc-dust-powder-23140437073.html?pos=126&kwd=industrial,Industrial Scrap
102,"MS Alang Plate, Thickness: 12-15 mm","₹43,000/ Ton",https://www.indiamart.com/proddetail/ms-alang-plate-12917826848.html?pos=128&kwd=industrial,Industrial Scrap
103,"Powder Zinc Dust, 50kg, Grade Standard: Standard",₹110/ Kg,https://www.indiamart.com/proddetail/zinc-dust-25695364491.html?pos=129&kwd=industrial,Industrial Scrap
104,Monal Scrap,₹560/ Kilogram,https://www.indiamart.com/proddetail/monal-scrap-15268938462.html?pos=130&kwd=industrial,Industrial Scrap
105,"Stainless Steel Inconel X-750 Pipe, For Utilities Water","₹1,200/ KG",https://www.indiamart.com/proddetail/inconel-x-750-pipe-24012480712.html?pos=131&kwd=industrial,Industrial Scrap
106,Zinc Dust 90-95%,₹372/ Kilogram,https://www.indiamart.com/proddetail/zinc-dust-90-95-20574200762.html?pos=132&kwd=industrial,Industrial Scrap
107,"Gunmetal Scrap, 50 Kg",₹500/ Kilogram,https://www.indiamart.com/proddetail/gunmetal-scrap-20355924491.html?pos=133&kwd=industrial,Industrial Scrap
108,"0.85 Aluminum Foil Scrap, 50 Kg",₹75/ Kg,https://www.indiamart.com/proddetail/aluminum-foil-scrap-2851752243430.html?pos=134&kwd=industrial,Industrial Scrap
109,MS Melting Scrap,"₹36,000/ Tonne",https://www.indiamart.com/proddetail/ms-melting-scrap-2851612600062.html?pos=135&kwd=industrial,Industrial Scrap
110,Nickel Alloy Scrap,₹40/ Kilogram,https://www.indiamart.com/proddetail/nickel-alloy-scrap-13881162797.html?pos=137&kwd=industrial,Industrial Scrap
111,"Aluminium Bronze Scrap, 50 Kg",₹450/ Kg,https://www.indiamart.com/proddetail/aluminium-bronze-scrap-2849909112373.html?pos=138&kwd=industrial,Industrial Scrap
112,"Mild Steel Phosphor Bronze Ring Scrap, For Industrial, Packaging Type: Loose",₹500/ Kilogram,https://www.indiamart.com/proddetail/phosphor-bronze-ring-scrap-21351510248.html?pos=139&kwd=industrial,Industrial Scrap
113,Zinc Dust -Everzinc Malaysia Min 985% Purity - Std 7 And Superfine Grades,₹400/ Kg,https://www.indiamart.com/proddetail/zinc-dust-everzinc-malaysia-min-985-purity-std-7-and-superfine-grades-23329391248.html?pos=140&kwd=industrial,Industrial Scrap
117,"Solid Form Cast Iron Borring, For Foundry Industry",₹38/ Kg,https://www.indiamart.com/proddetail/cast-iron-borring-22083958955.html?pos=141&kwd=industrial,Industrial Scrap
118,"Steel NEW RAIL A65, For Metal Industry",₹92/ Kg,https://www.indiamart.com/proddetail/new-rail-a65-2851745274491.html?pos=142&kwd=industrial,Industrial Scrap
119,"Powder Gray Aluminium Dross, For Industrial",₹35/ Kg,https://www.indiamart.com/proddetail/aluminium-dross-2851099121362.html?pos=143&kwd=industrial,Industrial Scrap
120,Mild Steel Scrap,₹40/ Kilogram,https://www.indiamart.com/proddetail/mild-steel-scrap-11729019797.html?pos=145&kwd=industrial,Industrial Scrap
121,Iron Used Industrial Motor Electric Scrap,₹130/ Kg,https://www.indiamart.com/proddetail/industrial-motor-electric-scrap-23884895991.html?pos=146&kwd=industrial,Industrial Scrap
122,Zinc Dust,₹265/ Kilogram,https://www.indiamart.com/proddetail/zinc-dust-4175474191.html?pos=149&kwd=industrial,Industrial Scrap
123,Zinc Dust 90% - 99%,₹240/ Kilogram,https://www.indiamart.com/proddetail/zinc-dust-90-99-20912529288.html?pos=150&kwd=industrial,Industrial Scrap
124,"silicon scrap, For Industrial, Bundle Size: Grinding",₹25/ Kg,https://www.indiamart.com/proddetail/silicon-scrap-22365413130.html?pos=152&kwd=industrial,Industrial Scrap
125,"Mild Steel Hms 1 2 Scrap, For Metal Industry, Packaging Type: Loose","₹38,500/ Tonne",https://www.indiamart.com/proddetail/hms-1-2-scrap-2850472509173.html?pos=153&kwd=industrial,Industrial Scrap
126,Brown Mild Steel HMS 1&2,₹37/ Metric Ton,https://www.indiamart.com/proddetail/hms-1-2-2851746192712.html?pos=154&kwd=industrial,Industrial Scrap
130,HMS Scrap,₹30/ Kilogram,https://www.indiamart.com/proddetail/hms-scrap-20456211562.html?pos=156&kwd=industrial,Industrial Scrap
131,Mild Steel HMS Scrap,"₹32,000/ Tonne",https://www.indiamart.com/proddetail/hms-scrap-2851927138248.html?pos=157&kwd=industrial,Industrial Scrap
132,"Mild Steel Solid MS Scrap, For Metal Industry, Packaging Type: Loose","₹30,000/ Tonne",https://www.indiamart.com/proddetail/ms-scrap-2107152348.html?pos=158&kwd=industrial,Industrial Scrap
133,Metal HMS Scrap,₹42/ Kg,https://www.indiamart.com/proddetail/hms-scrap-23184036830.html?pos=159&kwd=industrial,Industrial Scrap
134,"Black Mild Steel, Packaging Type: Loose",₹35/ Kg,https://www.indiamart.com/proddetail/ms-scrap-2849179985891.html?pos=160&kwd=industrial,Industrial Scrap
135,"904L Metal Scrap, For Industrial",₹310/ Kg,https://www.indiamart.com/proddetail/904l-metal-scrap-4893018530.html?pos=161&kwd=industrial,Industrial Scrap
136,Ms Gi Wire Scrap,₹31/ Kg,https://www.indiamart.com/proddetail/ms-gi-wire-scrap-2850448059912.html?pos=164&kwd=industrial,Industrial Scrap
137,High Nickel Alloys Scrap,₹900/ Kg,https://www.indiamart.com/proddetail/high-nickel-alloys-scrap-27377234973.html?pos=166&kwd=industrial,Industrial Scrap
138,329 Nickel Scrap,"₹1,100/ Kg",https://www.indiamart.com/proddetail/329-nickel-scrap-2851259121262.html?pos=167&kwd=industrial,Industrial Scrap
139,Solid Industrial Grade Zinc Scrap,₹180/ Kg,https://www.indiamart.com/proddetail/industrial-grade-zinc-scrap-2850370436088.html?pos=168&kwd=industrial,Industrial Scrap
143,"Loose Mild Steel Motor Iron Scrap, For Industrial",₹47/ Kg,https://www.indiamart.com/proddetail/motor-iron-scrap-2851315314555.html?pos=169&kwd=industrial,Industrial Scrap
144,"Mild Steel Profile Scrap, For Metal Industry, Packaging Type: Loose",₹40/ Kg,https://www.indiamart.com/proddetail/mild-steel-profile-scrap-18032095662.html?pos=170&kwd=industrial,Industrial Scrap
145,Aluminium Scrap,₹200/ Kg,https://www.indiamart.com/proddetail/aluminium-scrap-24226929733.html?pos=172&kwd=industrial,Industrial Scrap
146,"Heavy Metal Scraps, For Foundry, 25 Kg",₹42/ Kilogram,https://www.indiamart.com/proddetail/heavy-metal-scraps-19472177688.html?pos=173&kwd=industrial,Industrial Scrap
147,Zinc Dust 97%,₹209/ Kg,https://www.indiamart.com/proddetail/zinc-dust-97-22480211248.html?pos=174&kwd=industrial,Industrial Scrap
148,"Material Grade: 2507 Steel Tyre Wire Scrap, Bars Offcuts",₹40/ Kg,https://www.indiamart.com/proddetail/steel-tyre-wire-scrap-27043207930.html?pos=175&kwd=industrial,Industrial Scrap
149,"Golden Brass Scrap, For Casting Industry",₹350/ Kg,https://www.indiamart.com/proddetail/golden-brass-scrap-22912106473.html?pos=176&kwd=industrial,Industrial Scrap
150,"Granules 10-30% Zinc ash, 50, Grade Standard: Indian",₹50/ Kg,https://www.indiamart.com/proddetail/zinc-ash-21897071588.html?pos=179&kwd=industrial,Industrial Scrap
151,"Cast Iron Boring Scrap, For Foundry Industry",₹41/ Kg,https://www.indiamart.com/proddetail/cast-iron-boring-scrap-24273743255.html?pos=180&kwd=industrial,Industrial Scrap
152,Brass Scrap,₹136/ Kilogram,https://www.indiamart.com/proddetail/brass-scrap-7540886248.html?pos=182&kwd=industrial,Industrial Scrap
156,Nickel 201 Fittings,"₹5,000/ Piece",https://www.indiamart.com/proddetail/nickel-201-fittings-21039941462.html?pos=183&kwd=industrial,Industrial Scrap
157,Silver Aluminum Scrap,₹158/ Kg,https://www.indiamart.com/proddetail/silver-aluminum-scrap-23653652612.html?pos=185&kwd=industrial,Industrial Scrap
158,Manganese Metal Flakes/Briquettes,₹230/ Kilogram,https://www.indiamart.com/proddetail/manganese-metal-flakes-briquettes-1909435997.html?pos=192&kwd=industrial,Industrial Scrap
159,"Black Stainless Steel Scrap Grade 904L, For Industrial, Packaging Type: Bundle",₹700/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-grade-904l-2851074091833.html?pos=194&kwd=industrial,Industrial Scrap
160,"Inconel Scrpap / Turnings Grade 718, For Industrial",₹750/ Kg,https://www.indiamart.com/proddetail/inconel-scrpap-turnings-grade-718-25510033733.html?pos=196&kwd=industrial,Industrial Scrap
161,"Aluminum Tense Scrap, 100 Kg",₹153/ Tonne,https://www.indiamart.com/proddetail/aluminum-tense-scrap-2851308167130.html?pos=1&kwd=iron,Iron Scrap
162,"Titanium Plate Scrap, Packaging Type: Loose",₹40/ Kg,https://www.indiamart.com/proddetail/titanium-plate-scrap-2850820402255.html?pos=2.1&kwd=iron,Iron Scrap
163,Cast Iron Scrap /CI Rotor Drum Scrap /Cast Iron Solid Scrap,₹34/ Kilogram,https://www.indiamart.com/proddetail/cast-iron-scrap-ci-rotor-drum-scrap-cast-iron-solid-scrap-11643048962.html?pos=3&kwd=iron,Iron Scrap
164,"Rail Iron Scrap, For Metal Industry, 50 Kg","₹65,000/ Tonne",https://www.indiamart.com/proddetail/rail-iron-scrap-2851649723648.html?pos=4&kwd=iron,Iron Scrap
165,"Cast Iron Scrap, For Foundry Industry",₹39/ Kg,https://www.indiamart.com/proddetail/cast-iron-scrap-20629118791.html?pos=5&kwd=iron,Iron Scrap
166,"Titanium Scrap, Packaging Type: Box",₹325/ Kilogram,https://www.indiamart.com/proddetail/titanium-scrap-5674430655.html?pos=8&kwd=iron,Iron Scrap
167,"Hms Iron Scrap, For MELTING","₹42,000/ Tonne",https://www.indiamart.com/proddetail/iron-scrap-25597751362.html?pos=9&kwd=iron,Iron Scrap
168,Cast Iorn Scrap/ Rolling Scrap,₹50/ Tonne,https://www.indiamart.com/proddetail/cast-iorn-scrap-rolling-scrap-2850837239412.html?pos=11&kwd=iron,Iron Scrap
169,Motor Parts Cast Iron Scrap,"₹42,000/ Metric",https://www.indiamart.com/proddetail/motor-parts-cast-iron-scrap-15020156162.html?pos=12&kwd=iron,Iron Scrap
170,"Cast iron scrap, For Casting","₹41,500/ Metric Ton",https://www.indiamart.com/proddetail/cast-iron-scrap-20095185248.html?pos=13&kwd=iron,Iron Scrap
171,"Iron Industrial Machine Scrap, For In Manufacturing",₹300/ Kg,https://www.indiamart.com/proddetail/industrial-machine-scrap-23989641091.html?pos=14&kwd=iron,Iron Scrap
172,Stainless Steel V Groove Slide Gate Wheel,₹115/ Kg,https://www.indiamart.com/proddetail/v-groove-slide-gate-wheel-19237454888.html?pos=17&kwd=iron,Iron Scrap
173,"Iron Pavda Cutting Scrap, For Metal Industry, Packaging Type: Loose",₹35/ Kg,https://www.indiamart.com/proddetail/pavda-cutting-scrap-4057714048.html?pos=18&kwd=iron,Iron Scrap
174,Alloy Steel Scrap,₹40/ KG,https://www.indiamart.com/proddetail/alloy-steel-scrap-13880690173.html?pos=19&kwd=iron,Iron Scrap
175,Boring Machine Job Works,₹800/ Hour,https://www.indiamart.com/proddetail/boring-machine-job-works-2851648351833.html?pos=20&kwd=iron,Iron Scrap
176,Cast Iron Scrap,₹40.20/ Kg,https://www.indiamart.com/proddetail/cast-iron-scrap-23427869555.html?pos=21&kwd=iron,Iron Scrap
177,Cast Iron Casting Scraps,₹12/ Kg,https://www.indiamart.com/proddetail/cast-iron-casting-scraps-23903217048.html?pos=22&kwd=iron,Iron Scrap
178,Cast Iron Motor Body Scrap,₹160/ Kg,https://www.indiamart.com/proddetail/motor-body-scrap-26737942748.html?pos=23&kwd=iron,Iron Scrap
179,Iron Scrap Used Rails,"₹12,000/ Ton",https://www.indiamart.com/proddetail/iron-scrap-used-rails-26265310512.html?pos=24&kwd=iron,Iron Scrap
180,"Mild Steel Ms Skull Scrap, For Metal Industry, Packaging Type: Loose","₹28,000/ Tonne",https://www.indiamart.com/proddetail/ms-skull-scrap-2850315998062.html?pos=25&kwd=iron,Iron Scrap
181,Iron Scrap,₹26.50/ Kg,https://www.indiamart.com/proddetail/iron-scrap-21932787888.html?pos=26&kwd=iron,Iron Scrap
182,"Ferrous Iron Scrap, For Metal Industry",₹48/ Kg,https://www.indiamart.com/proddetail/ferrous-iron-scrap-26033093133.html?pos=27&kwd=iron,Iron Scrap
183,"Iron Scrap, For Metal Industry","₹38,000/ Ton",https://www.indiamart.com/proddetail/iron-scrap-22557076188.html?pos=28&kwd=iron,Iron Scrap
184,Ci Casting Scrap,₹29/ Kilogram,https://www.indiamart.com/proddetail/ci-casting-scrap-21664880497.html?pos=30&kwd=iron,Iron Scrap
185,Building Construction Scrap,₹45/ Kg,https://www.indiamart.com/proddetail/building-construction-scrap-23569195797.html?pos=31.1&kwd=iron,Iron Scrap
