name,price,url,category,city,metric
Milky White Grinded LD Bottel Scrap,₹52/ kg,https://www.indiamart.com/proddetail/ld-bottel-scrap-21658418373.html,pet-bottle-flake,Bhopal ,kg
"White PET Plastic Flakes, Packaging Type: Bag, Packaging Size: 1 Tone",₹55/ kg,https://www.indiamart.com/proddetail/pet-plastic-flakes-20541410612.html,pet-bottle-flake,"Daultabad, Gurgaon, Dist. Gurugram ",kg
"Green PET Bottle Flake, Packaging Size: 50 Kg",₹52/ kg,https://www.indiamart.com/proddetail/green-pet-bottle-flake-22597170333.html,pet-bottle-flake,Kolkata ,kg
Light Blue Cold Washed Polycarbonate Bottle Flakes,₹112/ kg,https://www.indiamart.com/proddetail/polycarbonate-bottle-flakes-26099724891.html,pet-bottle-flake,Mumbai ,kg
Natural Hot Washed PET bottle Flakes Scrap,₹64/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-scrap-2850597870191.html,pet-bottle-flake,"Gondal, Dist. Rajkot ",kg
"White PET FLAKES COLD WASHED, For Industrial, Packaging Type: PP Bag",₹59/ kg,https://www.indiamart.com/proddetail/pet-flakes-cold-washed-2849490442073.html,pet-bottle-flake,"Alangudi, Dist. Pudukkottai ",kg
PET Regrind - ( White Multicolor),₹35/ kg,https://www.indiamart.com/proddetail/pet-regrind-white-multicolor-22580702155.html,pet-bottle-flake,Ludhiana ,kg
"White Hot Washed PET Flakes, For Bottle Making",₹57/ kg,https://www.indiamart.com/proddetail/white-hot-washed-pet-flakes-2852147795688.html,pet-bottle-flake,Shahjahanpur ,kg
Natural Cold Washed PET Bottle Flakes,₹54/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-2851082151697.html,pet-bottle-flake,Virudhunagar ,kg
Natural Pet Bottle Flakes,₹60/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-2849731692455.html,pet-bottle-flake,Mehsana ,kg
Natural Pet Bottle Flakes Unwashed,₹45/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-unwashed-2852373794030.html,pet-bottle-flake,Sagar ,kg
"White Recycled PET Flakes, For Bottle Making",₹104/ kg,https://www.indiamart.com/proddetail/recycled-pet-flakes-26093059397.html,pet-bottle-flake,Jaipur ,kg
Green Unwashed PET Bottle Flakes,₹45/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-23974194688.html,pet-bottle-flake,Bhavnagar ,kg
Hot Wash Pet Bottle Flakes,₹52/ kg,https://www.indiamart.com/proddetail/hot-wash-pet-bottle-flakes-8553791933.html,pet-bottle-flake,"Sanwer Road, Indore ",kg
Pet Flakes,₹40/ kg,,pet-bottle-flake,Ranchi ,kg
Pet Flake Cleaners,₹100/ kg,https://www.indiamart.com/proddetail/pet-flake-cleaners-11490554091.html,pet-bottle-flake,"Ankleshwar, Dist. Bharuch ",kg
Natural PET Flakes unwashed,₹65/ kg,https://www.indiamart.com/proddetail/pet-flakes-unwashed-2850581936273.html,pet-bottle-flake,Rangareddy ,kg
"Pet Pellets, Pack Size: 25kgs",₹45/ kg,https://www.indiamart.com/proddetail/pet-pellets-20806619830.html,pet-bottle-flake,Surat ,kg
Hot Washed Clear Pet Flakes,₹67/ kg,https://www.indiamart.com/proddetail/clear-pet-flakes-26466059091.html,pet-bottle-flake,"Odhav Ring Road, Ahmedabad ",kg
Natural Pet Bottle Flakes,₹30/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-25702183562.html,pet-bottle-flake,Hyderabad ,kg
"Transparent PET Flake, For Plastic Industry, Packaging Type: Plastic Bag",₹60/ kg,https://www.indiamart.com/proddetail/pet-flake-22143336791.html,pet-bottle-flake,Rajkot ,kg
Plastic Bottles Flake,₹50/ kg,,pet-bottle-flake,Belgaum ,kg
Unwashed Transparent PET Bottles Flakes,₹30/ kg,https://www.indiamart.com/proddetail/transparent-pet-bottles-flakes-22723396630.html,pet-bottle-flake,Valsad ,kg
"White PET Fine Flakes Hot And Dry Wash, Packaging Type: Bag",₹34/ kg,https://www.indiamart.com/proddetail/pet-fine-flakes-hot-and-dry-wash-21183500791.html,pet-bottle-flake,Gurdaspur ,kg
"Hot Plastic Pet Flakes, Pack Size: 25 Kg And 30 Kg",₹62/ kg,https://www.indiamart.com/proddetail/hot-plastic-pet-flakes-19199077255.html,pet-bottle-flake,"Mahim, Mumbai ",kg
"Unwashed Mixed PET Bottle Flakes, Packaging Type: PP Bag, Packaging Size: 25kg",₹37/ kg,https://www.indiamart.com/proddetail/unwashed-mixed-pet-bottle-flakes-21872442062.html,pet-bottle-flake,"Bill Village, Vadodara ",kg
"Cold Washed Blue PET Bottle Flake, For Plastic Industry",₹39/ kg,https://www.indiamart.com/proddetail/cold-washed-blue-pet-bottle-flake-22502089333.html,pet-bottle-flake,"Naubasta, Kanpur, Dist. Kanpur Nagar ",kg
Cold washed pet Flakes,₹50/ kg,,pet-bottle-flake,"Siliguri, Dist. Darjeeling ",kg
"Flake Bizz PET Preform Flakes, Usage: For Making Preform, PET Master Batches, PET Sheet",₹55/ kg,https://www.indiamart.com/proddetail/pet-preform-flakes-1244182833.html,pet-bottle-flake,"Kammanahalli, Bengaluru ",kg
"White PET Bottle Flakes, Packaging Size: Standard, for Bottle Making",₹47/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-20821411291.html,pet-bottle-flake,Rajkot ,kg
"PET Flakes, Pack Size: 25 Kg, For Bottles Making",₹52/ kg,https://www.indiamart.com/proddetail/pet-flakes-20664742597.html,pet-bottle-flake,Rajkot ,kg
"Plastic Bottle Pet Flakes, Pack Size: 50 Kg, For Bottle Making",₹53/ kg,https://www.indiamart.com/proddetail/plastic-bottle-pet-flakes-15343395830.html,pet-bottle-flake,Ajmer ,kg
PET Flakes,₹56/ kg,https://www.indiamart.com/proddetail/pet-flakes-12822794712.html,pet-bottle-flake,"Gandhi Chowk, Bilaspur ",kg
Milky White Cold Washed Pet Bottle Flakes,₹54/ kg,https://www.indiamart.com/proddetail/cold-washed-pet-bottle-flakes-2851728139562.html,pet-bottle-flake,"Near Paras Bhatta, Etawah ",kg
Green Hot Washed Pet Flakes,₹53/ kg,https://www.indiamart.com/proddetail/pet-flakes-26507947591.html,pet-bottle-flake,"Karur, Dist. Tiruchirappalli ",kg
Milky White Crushed Mixed Color Baled Pet Bottle Scrap,"₹2,000/ kg",https://www.indiamart.com/proddetail/mixed-color-baled-pet-bottle-scrap-2849330116555.html,pet-bottle-flake,"india, Ahmedabad ",kg
Natural Hot Washed Pet Flakes,₹50/ kg,https://www.indiamart.com/proddetail/pet-flakes-2851775610812.html,pet-bottle-flake,"GANESHNAGAR, Ahmedabad ",kg
MIX Unwashed Pet Bottle Flake,₹50/ kg,https://www.indiamart.com/proddetail/unwashed-pet-bottle-flake-2849037576348.html,pet-bottle-flake,"Pawar Section, Badlapur, Dist. Thane ",kg
"HOT WASHED PET BOTTLE FLAKES, Packaging Type: PP Bag, Packaging Size: 35KG",₹50/ kg,https://www.indiamart.com/proddetail/hot-washed-pet-bottle-flakes-22519252288.html,pet-bottle-flake,"Bopal, Ahmedabad ",kg
Milky White Crushed Natural Baled Pet Bottles Scrap,₹40/ kg,https://www.indiamart.com/proddetail/natural-baled-pet-bottles-scrap-2849079912212.html,pet-bottle-flake,"india, Vasco Da Gama, Dist. South Goa ",kg
Natural Hot Washed PET FLAKES,₹70/ kg,https://www.indiamart.com/proddetail/pet-flakes-27159428433.html,pet-bottle-flake,"Manali, Tiruvallur ",kg
PET Flex Hot Wash,₹46/ kg,,pet-bottle-flake,"Bijapur, Dist. Vijayapura ",kg
"PET Flake, Packaging Type: PP Bag",₹54/ kg,https://www.indiamart.com/proddetail/pet-flake-23109326348.html,pet-bottle-flake,Indore ,kg
Pet Wood Flake,₹180/ tonne,https://www.indiamart.com/proddetail/pet-wood-flake-13640359488.html,pet-bottle-flake,"Nihal Vihar, New Delhi ",tonne
Green Pet Flakes,₹55/ kg,https://www.indiamart.com/proddetail/green-pet-flakes-25964663955.html,pet-bottle-flake,"Palghar, Dist. Thane ",kg
"Transparent Hot Washed Pet Flakes, Packaging Size: 25 Kg",₹51/ kg,https://www.indiamart.com/proddetail/hot-washed-pet-flakes-4459306055.html,pet-bottle-flake,"R. S. Plaza Beta, Delhi ",kg
Natural Unwashed Pet Bottle Flakes,₹33/ tonne,https://www.indiamart.com/proddetail/pet-bottle-flakes-2850954892933.html,pet-bottle-flake,Perambalur ,tonne
Natural Plastics Pet Bottle Flakes,₹55/ kg,https://www.indiamart.com/proddetail/plastics-pet-bottle-flakes-21325273130.html,pet-bottle-flake,"SIDCO, Cuddalore ",kg
PET Flake Chips,₹65/ kg,,pet-bottle-flake,Bengaluru ,kg
Unwashed PET Flakes - Green Colour,₹50/ kg,https://www.indiamart.com/proddetail/unwashed-pet-flakes-green-colour-25168965255.html,pet-bottle-flake,Bengaluru ,kg
"Pet flex Pet Flake's, Pack Size: 500 kg aprox",₹90/ kg,https://www.indiamart.com/proddetail/pet-flake-s-17915388088.html,pet-bottle-flake,"Kalol, Kalol Gandhinagar District ",kg
Milky White Hot Washed PET Bottle Flake,₹64/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-24220202933.html,pet-bottle-flake,"Gautam Budh Nagar, Dist. Gautam Buddha Nagar ",kg
Unwashed PET Bottle Flake,₹50/ kg,https://www.indiamart.com/proddetail/unwashed-pet-bottle-flake-2850227480873.html,pet-bottle-flake,Indore ,kg
PET Flake,₹56/ kg,https://www.indiamart.com/proddetail/pet-flake-8839581130.html,pet-bottle-flake,"Vishwas Nagar, Delhi ",kg
Pet Bottle Flakes,"₹55,440/ tonne",https://www.indiamart.com/proddetail/pet-bottle-flakes-4398493388.html,pet-bottle-flake,"Kolappakkam, Porur, Chennai ",tonne
"Green PET Bottle Flakes, Packaging Type: PP Bag",₹48/ kg,https://www.indiamart.com/proddetail/green-pet-bottle-flakes-22618658812.html,pet-bottle-flake,Delhi ,kg
"Polyethylene Glycol Flakes, 25 Kg",₹450/ kg,https://www.indiamart.com/proddetail/polyethylene-glycol-flakes-22113030133.html,pet-bottle-flake,"Waluj, Aurangabad ",kg
Unwashed HDPE Flakes,₹38/ kg,,pet-bottle-flake,"Om Nagar, Gadag ",kg
"White PET Flake, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",₹55/ kg,https://www.indiamart.com/proddetail/pet-flake-22373640191.html,pet-bottle-flake,"CHAMUNDA VIHAR, Kashipur, Dist. Udham Singh Nagar ",kg
PP Bag Flake,₹45/ kg,,pet-bottle-flake,"Guru Teg Bahadur Market, Sirsa ",kg
White Pet Flakes(Unwashed),₹60/ kg,https://www.indiamart.com/proddetail/pet-flakes-unwashed-22842182388.html,pet-bottle-flake,"Santosh Nagar Colony, Kurnool ",kg
pet bottle flakes,₹90/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-21367399533.html,pet-bottle-flake,"Moraiya Village, Wadhwan, Dist. Surendra Nagar ",kg
"White Hot Washed PET Flakes, For Bottle Making",₹58/ kg,https://www.indiamart.com/proddetail/hot-washed-pet-flakes-2849375324962.html,pet-bottle-flake,"Thevaram, Dist. Theni ",kg
Natural Hot Washed Pet Bottle Flakes,₹60/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-2849540744955.html,pet-bottle-flake,"Aslali, Ahmedabad, Ahmedabad ",kg
"Flake PET Granules, Pack Size: 35 Kg",₹35/ kg,https://www.indiamart.com/proddetail/flake-pet-granules-19055766530.html,pet-bottle-flake,"66/67, Dhiraj Industrial, Surat ",kg
Scrap Pet Jar Flakes,₹55/ kg,,pet-bottle-flake,"Kelva East, Palghar, Dist. Thane ",kg
Pet Flakes,"₹35,000/ tonne",https://www.indiamart.com/proddetail/pet-flakes-21722907612.html,pet-bottle-flake,"Near Narayana, E-techno School, Yelahanka Newtown, Bengaluru ",tonne
PET Bottle Unwashed Flakes,₹42/ kg,https://www.indiamart.com/proddetail/pet-bottle-unwashed-flakes-15883272562.html,pet-bottle-flake,"Kharghar, Navi Mumbai, Dist. Thane ",kg
"PP Mix Colour Flakes Washed, Usage: Recycling",₹35/ kg,https://www.indiamart.com/proddetail/pp-mix-colour-flakes-washed-15267972648.html,pet-bottle-flake,Navsari ,kg
"Pet black Sheet Flakes, Packaging Type: PP Bag, Packaging Size: 25kg And 30 Kg",₹24/ kg,https://www.indiamart.com/proddetail/pet-black-sheet-flakes-20927654088.html,pet-bottle-flake,"Greater Noida, Dist. Gautam Buddha Nagar ",kg
"White PET Flake, For Bottle Making, Packaging Size: 50 Kg",₹55/ kg,https://www.indiamart.com/proddetail/white-pet-flake-23307098888.html,pet-bottle-flake,"Old RTO, Morbi ",kg
PET Bottle Flake,₹28/ kg,,pet-bottle-flake,New Delhi ,kg
PET Flakes,₹98/ kg,https://www.indiamart.com/proddetail/pet-flakes-10255591655.html,pet-bottle-flake,New Delhi ,kg
Natural Hot Washed Pet Flakes Clear,₹58/ kg,https://www.indiamart.com/proddetail/pet-flakes-clear-2851950671148.html,pet-bottle-flake,Rajkot ,kg
Unwashed Industrial Pet Bottle Flakes,₹52/ kg,https://www.indiamart.com/proddetail/industrial-pet-bottle-flakes-2849885178730.html,pet-bottle-flake,Moradabad ,kg
"Black Plastic Flakes, Packaging Type: Bag",₹40/ kg,https://www.indiamart.com/proddetail/black-plastic-flakes-20636663288.html,pet-bottle-flake,"Vasai Virar, Dist. Thane ",kg
cold wash Pet bottle flakes,₹52/ kg,https://www.indiamart.com/proddetail/cold-wash-pet-bottle-flakes-23039490830.html,pet-bottle-flake,"Village Karanj, Surat ",kg
Pet Bottle Wash Flake,₹48/ kg,https://www.indiamart.com/proddetail/pet-bottle-wash-flake-20428454197.html,pet-bottle-flake,"VPO Sohati, Sonipat ",kg
Unwashed Pet Bottle Flakes,₹48/ kg,,pet-bottle-flake,"Kanhangad, Dist. Kasargod ",kg
Pet Flakes,₹45/ kg,,pet-bottle-flake,"Sangmeshwar, Ratnagiri ",kg
"White PET Regrind, Packaging Type: Bag, Packaging Size: 30kg",₹50/ kg,https://www.indiamart.com/proddetail/pet-regrind-20672066055.html,pet-bottle-flake,Rajkot ,kg
Natural Cold Washed Clear Pet Flakes,₹53/ kg,https://www.indiamart.com/proddetail/clear-pet-flakes-24581853462.html,pet-bottle-flake,"Suntikoppa, Coorg, Dist. Kodagu ",kg
Natural Hot Washed Pet Bottal Flakes,₹52/ kg,https://www.indiamart.com/proddetail/pet-bottal-flakes-24798107397.html,pet-bottle-flake,"Waluj MIDC, Gangapur, Dist. Aurangabad ",kg
Natural Hot Washed Pet Bottle Flakes,₹30/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-26656889897.html,pet-bottle-flake,Mansa ,kg
Natural Unwashed Pet Bottle Scraps Pet Flakes,₹42/ kg,https://www.indiamart.com/proddetail/pet-bottle-scraps-pet-flakes-24249533833.html,pet-bottle-flake,Vadodara ,kg
"Unwashed PET Flakes, for In making toothbrush bristles",₹32/ kg,https://www.indiamart.com/proddetail/unwashed-pet-flakes-21531674948.html,pet-bottle-flake,"Mangalore, Dist. Dakshina Kannada ",kg
"Pet Flakes Green, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",₹42/ kg,https://www.indiamart.com/proddetail/pet-flakes-green-22046607997.html,pet-bottle-flake,"Subhash Nagar, Sagar ",kg
Hot Wash Pet flex,₹53/ kg,,pet-bottle-flake,"Kalbadevi, Mumbai ",kg
"PET Fine Flakes, For Bottle Making",₹25/ kg,https://www.indiamart.com/proddetail/pet-fine-flakes-18932338362.html,pet-bottle-flake,"Narela, Delhi ",kg
Natural Unwashed Pet Flake Unwased,₹55/ kg,https://www.indiamart.com/proddetail/pet-flake-unwased-25180564855.html,pet-bottle-flake,Aligarh ,kg
Pet Bottle Flake,₹45/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-16072038655.html,pet-bottle-flake,"Industrial Area, Delhi ",kg
Green Cold Washed PET Bottle Flakes,₹62/ kg,https://www.indiamart.com/proddetail/cold-washed-pet-bottle-flakes-24243009797.html,pet-bottle-flake,"Cheranmahadevi Taluk, Tirunelveli Dt, Cheranmadevi, Dist. Tirunelveli ",kg
Milky White Unwashed Pet Bottle Flake,₹47/ kg,https://www.indiamart.com/proddetail/unwashed-pet-bottle-flake-2849544090562.html,pet-bottle-flake,"vishwas nagar, Ujjain ",kg
"PET Bottle Flake, Packaging Type: Bag, Packaging Size: 25 Kg",₹52/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-21575815791.html,pet-bottle-flake,"Sector 128, Noida, Dist. Gautam Buddha Nagar ",kg
"Flakes Unwashed, Packaging Size: 25/50 Kgs, For Plastic Sheet/Fibre Yarn",₹40/ kg,https://www.indiamart.com/proddetail/flakes-unwashed-21062913197.html,pet-bottle-flake,"Ulhasnagar, Dist. Thane ",kg
Natural Pet Unwashed Flakes,₹45/ kg,https://www.indiamart.com/proddetail/pet-unwashed-flakes-23872637162.html,pet-bottle-flake,"Palayapatti, Thanjavur ",kg
White Pet Flakes,₹61/ kg,https://www.indiamart.com/proddetail/pet-flakes-20263308433.html,pet-bottle-flake,Chhatarpur ,kg
"White Cold Washed PET Flakes, Packaging Type: PP Bag, Packaging Size: 30 kg",₹42/ kg,https://www.indiamart.com/proddetail/cold-washed-pet-flakes-21307539133.html,pet-bottle-flake,Madurai ,kg
Pet Flakes,₹75/ kg,https://www.indiamart.com/proddetail/pet-flakes-22535597833.html,pet-bottle-flake,Junagadh ,kg
PET Flake,₹52/ kg,https://www.indiamart.com/proddetail/pet-flake-15870969048.html,pet-bottle-flake,"Saroli, Surat ",kg
Pet Bottle Flakes,₹40/ kg,,pet-bottle-flake,"Vijay Nagar, Alwar ",kg
Milky White Cold Washed Mixed PET Bottle Flakes,₹55/ kg,https://www.indiamart.com/proddetail/cold-washed-mixed-pet-bottle-flakes-25440768933.html,pet-bottle-flake,Bishnupur Birbhum District ,kg
"Pet Bottle Flakes, For Recylcling",₹45/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-21297124448.html,pet-bottle-flake,Surat ,kg
Natural Unwashed Pet Bottle Flakes,₹55/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-2852473761797.html,pet-bottle-flake,"Bahadurgarh, Dist. Jhajjar ",kg
"White Pet Bottle Flakes(unwashed), Packaging Type: Bag, Packaging Size: 25kgs",₹33/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-unwashed-21714188288.html,pet-bottle-flake,"Near Mother Dairy, Bengaluru ",kg
"Moulding PET Flakes, Packaging Size: 30 Kg, Packaging Type: Bag",₹45/ kg,https://www.indiamart.com/proddetail/moulding-pet-flakes-21392964091.html,pet-bottle-flake,Coimbatore ,kg
"HD Blowing Milky Grinding Flakes, Packaging Type: Pp Bag, Packaging Size: 25kg",₹60/ kg,https://www.indiamart.com/proddetail/hd-blowing-milky-grinding-flakes-22390588197.html,pet-bottle-flake,"Bhandup West, Mumbai ",kg
Natural Hot Washed Pet Bottle Flakes,₹85/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-26561140662.html,pet-bottle-flake,"Hansol, Naroda, Ahmedabad ",kg
"Pet Flakes, For Fiber",₹51/ kg,https://www.indiamart.com/proddetail/pet-flakes-19728991991.html,pet-bottle-flake,"Sarita Vihar, Delhi ",kg
Natural Pet Bottle Flakes,₹86/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-26107125288.html,pet-bottle-flake,Jalgaon ,kg
"Blue PET DRY FLAKES, Packaging Type: Plastic Bag, Packaging Size: 25 Kg",₹38/ kg,https://www.indiamart.com/proddetail/pet-dry-flakes-22399463288.html,pet-bottle-flake,"Park Street Area, Kolkata ",kg
Plastic Flakes,₹56/ kg,,pet-bottle-flake,"Corbett, Dist. Nainital ",kg
Pet Flakes Unwashed,₹35/ kg,https://www.indiamart.com/proddetail/pet-flakes-unwashed-11157070130.html,pet-bottle-flake,Mumbai ,kg
Transparent Hot Washed Pet Bottle Flakes,₹43/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-20656875173.html,pet-bottle-flake,"Andheri East, Mumbai ",kg
"PP Flakes, For Industrial",₹38/ kg,,pet-bottle-flake,"Bardhaman, Dist. Purba Bardhaman ",kg
"amit Pet Flakes Hot Washed, Pack Size: 25",₹60/ kg,https://www.indiamart.com/proddetail/pet-flakes-hot-washed-19898365733.html,pet-bottle-flake,"Koramangala, Bengaluru ",kg
White Polypropylene Chips for Industrial,₹48/ kg,https://www.indiamart.com/proddetail/white-polypropylene-chips-21036263733.html,pet-bottle-flake,"Kasaragod, Dist. Kasargod ",kg
"White Pet sheet grinding flakes, For Industrial, Packaging Type: Plastic Bag",₹32/ kg,https://www.indiamart.com/proddetail/pet-sheet-grinding-flakes-22631302091.html,pet-bottle-flake,"Vinayaka Nagar, Jeedimetla, Hyderabad ",kg
