name,price,url,category,city
Natural Hot Washed PET Bottle Flake,₹60/ Kg,https://www.indiamart.com/proddetail/pet-bottle-flake-23633018497.html,pet-bottle-flake,ahmedabad
Unwashed Milky White PET Bottle Flakes,₹40/ Kg,https://www.indiamart.com/proddetail/milky-white-pet-bottle-flakes-2850955152330.html,pet-bottle-flake,ahmedabad
"Natural Hot Washed pet flakes, Packaging Type: Plastic Bag, Packaging Size: 25 Kgs Bag",₹65/ Kg,https://www.indiamart.com/proddetail/pet-flakes-2849423130912.html,pet-bottle-flake,ahmedabad
"Pet Bottle Flakes, Packaging Type: Plastic Bag, Packaging Size: 25 Kg",Packaging Type:  Plastic Bag,https://www.indiamart.com/proddetail/pet-bottle-flakes-13815055055.html,pet-bottle-flake,ahmedabad
Natural Hot Washed Pet Flakes,₹50/ Kg,https://www.indiamart.com/proddetail/pet-flakes-2851775610812.html,pet-bottle-flake,ahmedabad
Pet Bottles Flakes First Quality,₹38/ Kg,https://www.indiamart.com/proddetail/pet-bottles-flakes-first-quality-15228874412.html,pet-bottle-flake,ahmedabad
Natural Hot Washed Pet Bottle Flakes,₹85/ Kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-26561140662.html,pet-bottle-flake,ahmedabad
"Nexgen Plasstek Plant Waste PET Flakes, Pack Size: 25 Kg , for Making a pet preform","नेक्सजन प्लास्टेक प्लांट वेस्ट पीईटी फ्लेक्स पैक: 25 kg, एक पालतू प्रीफॉर्म बनाने के लिए",https://www.indiamart.com/proddetail/plant-waste-pet-flakes-20409412130.html,pet-bottle-flake,ahmedabad
Pet Flakes,,https://www.indiamart.com/proddetail/pet-flakes-2403610333.html,pet-bottle-flake,ahmedabad
"PET Bottle Flakes, Packaging Type: Pp Bag",₹50/ Kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-22605371030.html,pet-bottle-flake,ahmedabad
Milky White Pet Flakes,₹65/ Kg,https://www.indiamart.com/proddetail/pet-flakes-2850803046512.html,pet-bottle-flake,ahmedabad
Pet Flake,,https://www.indiamart.com/mahaveer-trading-surat/,pet-bottle-flake,ahmedabad
Clear Pet Flakes,,https://www.indiamart.com/stark-sales-service/,pet-bottle-flake,ahmedabad
LDPE Bottle Flakes,Bottle Flakes,https://www.indiamart.com/hasti-polymer/,pet-bottle-flake,ahmedabad
14 Mm Unwashed Pet Flakes,,https://www.indiamart.com/rudrani-polymers/,pet-bottle-flake,ahmedabad
"Green Hot Washed Recycled PET Bottle Flakes G 2, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",₹58/ Kilogram,https://www.indiamart.com/proddetail/recycled-pet-bottle-flakes-g-2-19219998412.html,pet-bottle-flake,ahmedabad
Natural Pet Flakes,₹64/ Kg,https://www.indiamart.com/proddetail/pet-flakes-27095474830.html,pet-bottle-flake,ahmedabad
clear Hot Washed Pet Bottle Scrap,₹48/ Kg,https://www.indiamart.com/proddetail/pet-bottle-scrap-2851568495030.html,pet-bottle-flake,ahmedabad
"PET Bottle Flakes, For Bottles and Strapping",बोतल और स्ट्रैपिंग के लिए पीईटी बोतल फ्लेक्स,https://www.indiamart.com/proddetail/pet-bottle-flakes-19991270062.html,pet-bottle-flake,ahmedabad
Transparent & Blue Hot Washed Mixed Color Pet Flakes,₹58/ Kg,https://www.indiamart.com/proddetail/mixed-color-pet-flakes-24618893555.html,pet-bottle-flake,ahmedabad
Natural Pet fine,₹30/ Kg,https://www.indiamart.com/proddetail/pet-fine-24253671233.html,pet-bottle-flake,ahmedabad
Milky White PET Bottle Flakes Scrap,₹55/ Kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-scrap-21100751291.html,pet-bottle-flake,ahmedabad
"Polyester Flakes For Industrial, Packaging Type: Plastic Bag",₹17/ Kg,https://www.indiamart.com/proddetail/polyester-flakes-23221009112.html,pet-bottle-flake,ahmedabad
Natural Unwashed PET Bottle Flakes,₹78/ Kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-27550973312.html,pet-bottle-flake,ahmedabad
White Hot Washed Clear PET Flakes,₹54/ Kg,https://www.indiamart.com/proddetail/clear-pet-flakes-2851833980891.html,pet-bottle-flake,ahmedabad
Natural White Recycled PET Bottle Flakes,₹56/ Kg,https://www.indiamart.com/proddetail/white-recycled-pet-bottle-flakes-2850517449688.html,pet-bottle-flake,ahmedabad
Green Unwashed Plastic Flakes,₹60/ Kg,https://www.indiamart.com/proddetail/green-unwashed-plastic-flakes-2851358594912.html,pet-bottle-flake,ahmedabad
"Green PET Flake, Packaging Type: Plastic Bag, Packaging Size: 25 Kg",₹55/ Kg,https://www.indiamart.com/proddetail/green-pet-flake-23301605388.html,pet-bottle-flake,ahmedabad
Pet Bottle Flskes Buyres,,https://www.indiamart.com/s-n-bursh-and-all-products/,pet-bottle-flake,agra
Clear Pet Flakes,"₹3,000/ Kg",https://www.indiamart.com/sarvatipolitec-limited/,pet-bottle-flake,agra
Pet Bottle Flakes,,https://www.indiamart.com/h-s-wire-products/,pet-bottle-flake,agra
Pet Bottle Flake,,https://www.indiamart.com/k-r-plastics-works/,pet-bottle-flake,agra
Plastic Pet Bottle Flacks Seller,,https://www.indiamart.com/vijaya-ent/,pet-bottle-flake,agra
Flake PET Granules,₹80/ Kilogram,https://www.indiamart.com/proddetail/flake-pet-granules-20988380888.html,pet-bottle-flake,amritsar
Recycled Hot Washed Pet Flakes,,https://www.indiamart.com/om-india-amritsar/,pet-bottle-flake,amritsar
Pet Bottle Flakes,,https://www.indiamart.com/raman-pawan-kirana-store/,pet-bottle-flake,amritsar
Pet Flakes,,,pet-bottle-flake,amritsar
Plastic Chair Flakes,₹46/ Kg,https://www.indiamart.com/msr-industries-allahabad/,pet-bottle-flake,allahabad
Pet Flakes,,https://www.indiamart.com/vinay-plastic-allahabad/,pet-bottle-flake,allahabad
Plastic Bottles Flakes,,https://www.indiamart.com/ajay-wheat-center/,pet-bottle-flake,amroha
Natural Unwashed Pet Flake Unwased,₹55/ Kg,https://www.indiamart.com/proddetail/pet-flake-unwased-25180564855.html,pet-bottle-flake,aligarh
Plastic Flakes,,https://www.indiamart.com/aashirwad-amravati/,pet-bottle-flake,amravati
Clear Pet Flakes,,https://www.indiamart.com/ashar-bhangar-dukan/,pet-bottle-flake,amravati
Clear Pet Flakes,₹68/ Kilogram,https://www.indiamart.com/renew-industries-private-limited/,pet-bottle-flake,asansol
White Clear Flakes,₹60/ Kilogram,https://www.indiamart.com/durga-traders-asansol/,pet-bottle-flake,asansol
"Silver Cast Iron Scrap, For Metal Industry",₹48/ Kg,https://www.indiamart.com/proddetail/silver-cast-iron-scrap-27016372962.html,ferrous-metal-scrap,ahmedabad
"Aluminium Radiator Scrap, For Melting",₹125/ Kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-21464213091.html,ferrous-metal-scrap,ahmedabad
"Industrial Cast Iron Scraps, For Casting, Up To 50 Kg","₹42,000/ Metric",https://www.indiamart.com/proddetail/industrial-cast-iron-scraps-22005624891.html,ferrous-metal-scrap,ahmedabad
Stainless Steel Scrap 347 Grade,₹150/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-scrap-347-grade-2851895434497.html,ferrous-metal-scrap,ahmedabad
Non Ferrous Scrap Metal,"₹2,000/ Kg",https://www.indiamart.com/proddetail/non-ferrous-scrap-metal-2869281248.html,ferrous-metal-scrap,ahmedabad
"Black Iron MS and Other Scrap, For Metal Industry, Packaging Type: Not Fix","₹41,000/ Metric",https://www.indiamart.com/proddetail/ms-and-other-scrap-21799783130.html,ferrous-metal-scrap,ahmedabad
"Aluminium Radiator Scrap, For Metal Industry",₹110/ Kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-23316274797.html,ferrous-metal-scrap,ahmedabad
"Ci Cast Iron Scrap, For Foundry Industry",₹31/ Kg,https://www.indiamart.com/proddetail/cast-iron-scrap-22828144588.html,ferrous-metal-scrap,ahmedabad
"Iron Scrap, For Industrial",Usage/Application:  Industrial,https://www.indiamart.com/proddetail/iron-scrap-9289369055.html,ferrous-metal-scrap,ahmedabad
Iron Industrial Scrap,₹45/ Kg,https://www.indiamart.com/proddetail/iron-industrial-scrap-27130776312.html,ferrous-metal-scrap,ahmedabad
"Cast Iron Scraps, For Industries","₹39,000/ Tonne",https://www.indiamart.com/proddetail/cast-iron-scraps-2851011190888.html,ferrous-metal-scrap,ahmedabad
Aluminium Radiator Scrap,₹120/ Kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-2851706928862.html,ferrous-metal-scrap,ahmedabad
"Cast Iron Scrap, For Foundry Industry, 50 Kg","₹42,500/ Tonne",https://www.indiamart.com/proddetail/cast-iron-scrap-2850087393888.html,ferrous-metal-scrap,ahmedabad
"6 inch Mild Steel Rail Scrap, For Casting",₹48/ Kg,https://www.indiamart.com/proddetail/6-inch-mild-steel-rail-scrap-2851509765691.html,ferrous-metal-scrap,ahmedabad
Cast Iron Scrap,₹21/ Kilogram,https://www.indiamart.com/proddetail/cast-iron-scrap-21235257797.html,ferrous-metal-scrap,ahmedabad
"ALUMINIUM DIRTY REDIATOR SCRAP, For Metal Industry, 25 Kg",₹135/ Kg,https://www.indiamart.com/proddetail/aluminium-dirty-rediator-scrap-26083780062.html,ferrous-metal-scrap,ahmedabad
"Cast Iron Scraps Hms 1, For Metal Industry",₹51/ Kg,https://www.indiamart.com/proddetail/cast-iron-scraps-hms-1-26408923173.html,ferrous-metal-scrap,ahmedabad
Cast Iron Solid Scrap,"₹19,200/ Metric Ton",https://www.indiamart.com/proddetail/cast-iron-solid-scrap-12981434112.html,ferrous-metal-scrap,ahmedabad
"Silver Aluminium Radiator Scrap, For Metal Industry",₹130/ Kg,https://www.indiamart.com/proddetail/silver-aluminium-radiator-scrap-2852157365612.html,ferrous-metal-scrap,ahmedabad
"Cast Iron Scrap, For Metal Industry",₹55/ Kg,https://www.indiamart.com/proddetail/cast-iron-scrap-26518090133.html,ferrous-metal-scrap,ahmedabad
Cast Iron Scrap,कास्ट आयरन का स्क्रैप,https://www.indiamart.com/proddetail/cast-iron-scrap-19098244733.html,ferrous-metal-scrap,ahmedabad
Alumininum Aluminum Metal Scrap,Material:  Alumininum,https://www.indiamart.com/proddetail/aluminum-metal-scrap-24220185262.html,ferrous-metal-scrap,ahmedabad
Ferrous Steel Scrap,₹30/ Kilogram(s),https://www.indiamart.com/proddetail/ferrous-steel-scrap-4366425897.html,ferrous-metal-scrap,ahmedabad
"Hastelloy C276 Scrap, C276 Plates Scrap, C276 Solid Scrap, For Foundry Industry","₹1,800/ Kg",https://www.indiamart.com/proddetail/hastelloy-c276-scrap-c276-plates-scrap-c276-solid-scrap-2851551448812.html,ferrous-metal-scrap,ahmedabad
Cast Iron Scrap,₹40/ Kg,https://www.indiamart.com/mharakhjisons/,ferrous-metal-scrap,ahmedabad
Inconel 901 Scrap/ Inconel 901 Foundry Scrap/ Inco 901 Scrap,₹550/ Kilogram,https://www.indiamart.com/proddetail/inconel-901-scrap-inconel-901-foundry-scrap-inco-901-scrap-11643041473.html,ferrous-metal-scrap,ahmedabad
"Ss Ferrous Waste Scrap, For Industrial",₹19/ Kg,https://www.indiamart.com/proddetail/ferrous-waste-scrap-7316832488.html,ferrous-metal-scrap,ahmedabad
"Recyclable Aluminium Radiator Scrap, For Automobile Industry",₹135/ Kilogram,https://www.indiamart.com/proddetail/recyclable-aluminium-radiator-scrap-19968769848.html,ferrous-metal-scrap,ahmedabad
"Aluminum Radiator Scrap, For Foundry Industry",₹140/ Kg,https://www.indiamart.com/proddetail/radiator-scrap-2849757298930.html,ferrous-metal-scrap,agra
Black iron and steel Di Pipe Scrap,₹46/ Kg,https://www.indiamart.com/proddetail/di-pipe-scrap-2850267084773.html,ferrous-metal-scrap,agra
MS(IRON) Ferrous Metal Scrap,"₹35,000/ Ton",https://www.indiamart.com/proddetail/ferrous-metal-scrap-27509434048.html,ferrous-metal-scrap,agra
Iron Scrap,Usage/Application:  Any,https://www.indiamart.com/proddetail/iron-scrap-12200879312.html,ferrous-metal-scrap,agra
Cast Iron Scrap,₹50/ Kg,https://www.indiamart.com/tomarenterprises/,ferrous-metal-scrap,agra
"Heavy Metal Iron Scrap, For Foundry",₹42/ Kg,https://www.indiamart.com/proddetail/heavy-metal-iron-scrap-2849364033673.html,ferrous-metal-scrap,agra
Iron Scrap,लोहे की रद्दी,https://www.indiamart.com/rs-sales-agra/,ferrous-metal-scrap,agra
Radiator Scrap,,https://www.indiamart.com/company/11145419/,ferrous-metal-scrap,agra
Iron Scrap,Iron Scrapz,https://www.indiamart.com/laxmitraders-49112271/,ferrous-metal-scrap,agra
Iron Scrap,Old Iron Scrap,https://www.indiamart.com/msaktraders-agra/,ferrous-metal-scrap,agra
Iron Scrap,Iron Scrap,https://www.indiamart.com/sarthi-enterprises-agra/,ferrous-metal-scrap,agra
Ferrous Metal Scrap,Ferrous Scrap,https://www.indiamart.com/m-k-g-n-traders/,ferrous-metal-scrap,agra
Kandur Scrap,Kandur Crushed Scrap,https://www.indiamart.com/rahul-scrap-traders/,ferrous-metal-scrap,agra
Cast Iron Scrap,Iron Scrap,https://www.indiamart.com/company/142274994/,ferrous-metal-scrap,agra
Scraps,,https://www.indiamart.com/trivedi-international-agra/,ferrous-metal-scrap,agra
Ms Iron,,https://www.indiamart.com/messors-bidhi-chand/,ferrous-metal-scrap,agra
3 Number Scrapped,,https://www.indiamart.com/aarav-sawray-scrap-traders/,ferrous-metal-scrap,agra
Used Iron Scrap,₹40/ Kg,https://www.indiamart.com/ms-varsha-enterprises/,ferrous-metal-scrap,agra
"Iron Scrap, For Metal Industry, 50 Kg",₹30/ Kg,https://www.indiamart.com/proddetail/iron-scrap-26751078962.html,ferrous-metal-scrap,agra
Old Iron Scrap,₹17/ Kilogram,https://www.indiamart.com/payal-entp-agra/,ferrous-metal-scrap,agra
Iron Scrap,Iron Scrap,https://www.indiamart.com/sindh-disposal-house/,ferrous-metal-scrap,agra
Iron Scrap,,https://www.indiamart.com/mr-kalicharan-traders/,ferrous-metal-scrap,agra
Iron Scrap,,https://www.indiamart.com/v-k-trade-corporation-agra/,ferrous-metal-scrap,agra
Ferrous Metal Scrap,Ferrous Scrap,https://www.indiamart.com/lucky-vicky-iron-store/,ferrous-metal-scrap,agra
