name,price,url,category,city,metric
"PET Flakes, Pack Size: 25 Kg",₹70/ kg,https://www.indiamart.com/proddetail/pet-flakes-19991381112.html,pet-bottle-flake,"Tardeo, Mumbai ",kg
"Natural Wankai Bottle Grade Pet Chips, Packaging Type: Bags",₹90/ kg,https://www.indiamart.com/proddetail/wankai-bottle-grade-pet-chips-22759857273.html,pet-bottle-flake,"Srinagar Colony, Hyderabad ",kg
Natural Hot Washed Pet Fines,₹60/ kg,https://www.indiamart.com/proddetail/pet-fines-2851891871573.html,pet-bottle-flake,Jaipur ,kg
Hot Washed PET Flakes,₹49/ kg,https://www.indiamart.com/proddetail/hot-washed-pet-flakes-23782673662.html,pet-bottle-flake,"Elumathur, Erode ",kg
Natural Hot Washed PET Bottle Flake,₹60/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-23633018497.html,pet-bottle-flake,"Odhav, Ahmedabad ",kg
"White Pet Bottle Flakes, Packaging Type: PP Bag, Packaging Size: 450-500 kg",₹70/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-22691936648.html,pet-bottle-flake,"Dokmardi, Silvassa, Dist. Dadra and Nagar Haveli and Daman and Diu ",kg
Milky White PET Bottle Flakes Scrap,₹55/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-scrap-21100751291.html,pet-bottle-flake,Thane ,kg
"Green Hot Washed Recycled PET Bottle Flakes G 2, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",₹58/ kg,https://www.indiamart.com/proddetail/recycled-pet-bottle-flakes-g-2-19219998412.html,pet-bottle-flake,Thane ,kg
Natural Hot Washed PET Bottle Flake,₹62/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-2852052297391.html,pet-bottle-flake,New Delhi ,kg
Natural Pet Flakes,₹64/ kg,https://www.indiamart.com/proddetail/pet-flakes-27095474830.html,pet-bottle-flake,"Ghatkopar West, Mumbai ",kg
"Airson Transparent Pet Dana, For Plastic Industry, Packaging Type: Bag",₹80/ kg,https://www.indiamart.com/proddetail/transparent-pet-dana-24618874291.html,pet-bottle-flake,Morbi ,kg
"Blue PET Flakes, For Bottle Making, Packaging Size: Jumbo Bag 625kg",₹75/ kg,https://www.indiamart.com/proddetail/pet-flakes-25603376973.html,pet-bottle-flake,"Bhubaneswar, Dist. Khordha ",kg
Flake PET Granules,₹80/ kg,https://www.indiamart.com/proddetail/flake-pet-granules-20988380888.html,pet-bottle-flake,"EPIP, Baddi, Dist. Solan ",kg
Natural Pet fine,₹30/ kg,https://www.indiamart.com/proddetail/pet-fine-24253671233.html,pet-bottle-flake,Indore ,kg
