name,price,url,category,city,metric
Natural Hot Washed PET Bottle Flake,₹60/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-23633018497.html,pet-bottle-flake,ahmedabad,kg
White Crushed PET Bottle Scrap,₹60/ kg,https://www.indiamart.com/proddetail/crushed-pet-bottle-scrap-2850982485788.html,pet-bottle-flake,ahmedabad,kg
"Natural Hot Washed pet flakes, Packaging Type: Plastic Bag, Packaging Size: 25 Kgs Bag",₹65/ kg,https://www.indiamart.com/proddetail/pet-flakes-2849423130912.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Flakes,₹50/ kg,https://www.indiamart.com/proddetail/pet-flakes-2851775610812.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Bottle Flakes,₹85/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-26561140662.html,pet-bottle-flake,ahmedabad,kg
Mixed Pet Bottles Flakes,₹18/ kg,https://www.indiamart.com/proddetail/pet-bottles-flakes-15228874562.html,pet-bottle-flake,ahmedabad,kg
"PET Bottle Flakes, Packaging Type: Pp Bag",₹50/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-22605371030.html,pet-bottle-flake,ahmedabad,kg
Milky White Pet Flakes,₹65/ kg,https://www.indiamart.com/proddetail/pet-flakes-2850803046512.html,pet-bottle-flake,ahmedabad,kg
"Green Hot Washed Recycled PET Bottle Flakes G 2, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",₹58/ kg,https://www.indiamart.com/proddetail/recycled-pet-bottle-flakes-g-2-19219998412.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Flakes,₹50/ kg,https://www.indiamart.com/proddetail/pet-flakes-24825024633.html,pet-bottle-flake,ahmedabad,kg
Natural Pet Flakes,₹64/ kg,https://www.indiamart.com/proddetail/pet-flakes-27095474830.html,pet-bottle-flake,ahmedabad,kg
Milky White PET Bottle Flakes Scrap,₹55/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-scrap-21100751291.html,pet-bottle-flake,ahmedabad,kg
clear Hot Washed Pet Bottle Scrap,₹48/ kg,https://www.indiamart.com/proddetail/pet-bottle-scrap-2851568495030.html,pet-bottle-flake,ahmedabad,kg
"Airson Transparent Pet Dana, For Plastic Industry, Packaging Type: Bag",₹80/ kg,https://www.indiamart.com/proddetail/transparent-pet-dana-24618874291.html,pet-bottle-flake,ahmedabad,kg
"Polyester Flakes For Industrial, Packaging Type: Plastic Bag",₹17/ kg,https://www.indiamart.com/proddetail/polyester-flakes-23221009112.html,pet-bottle-flake,ahmedabad,kg
Pet Bottle Powder,₹55/ kg,https://www.indiamart.com/proddetail/pet-bottle-powder-2851091023630.html,pet-bottle-flake,ahmedabad,kg
White Hot Washed Clear PET Flakes,₹54/ kg,https://www.indiamart.com/proddetail/clear-pet-flakes-2851833980891.html,pet-bottle-flake,ahmedabad,kg
"White Grinded PET Flake, Packaging Type: Plastic Bag, Packaging Size: 25 Kg",₹57/ kg,https://www.indiamart.com/proddetail/grinded-pet-flake-23301557155.html,pet-bottle-flake,ahmedabad,kg
mix Unwashed Pet Bottle Scrap,₹37/ kg,https://www.indiamart.com/proddetail/pet-bottle-scrap-2851740036448.html,pet-bottle-flake,ahmedabad,kg
Cold Washed Blue PET Bottle Flake,₹60/ kg,https://www.indiamart.com/proddetail/blue-pet-bottle-flake-2851358658748.html,pet-bottle-flake,ahmedabad,kg
Pet Bottle Flakes,"₹3,000/ kg",https://www.indiamart.com/sarvatipolitec-limited/,pet-bottle-flake,agra,kg
Flake PET Granules,₹80/ kg,https://www.indiamart.com/proddetail/flake-pet-granules-20988380888.html,pet-bottle-flake,amritsar,kg
Plastic Chair Flakes,₹46/ kg,https://www.indiamart.com/msr-industries-allahabad/,pet-bottle-flake,allahabad,kg
"Silver Cast Iron Scrap, For Metal Industry",₹48/ kg,https://www.indiamart.com/proddetail/silver-cast-iron-scrap-27016372962.html,ferrous-metal-scrap,ahmedabad,kg
Stainless Steel Scrap 347 Grade,₹150/ kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-347-grade-2851895434497.html,ferrous-metal-scrap,ahmedabad,kg
"Cast Iron Scrap, For Casting, Up To 50 Kg","₹42,000/ metric",https://www.indiamart.com/proddetail/cast-iron-scrap-22005275730.html,ferrous-metal-scrap,ahmedabad,metric
Black Iron Scrap (HMS 1),"₹41,000/ metric",https://www.indiamart.com/proddetail/iron-scrap-hms-1-21799843330.html,ferrous-metal-scrap,ahmedabad,metric
"Ci Cast Iron Scrap, For Foundry Industry",₹31/ kg,https://www.indiamart.com/proddetail/cast-iron-scrap-22828144588.html,ferrous-metal-scrap,ahmedabad,kg
"Aluminium Radiator Scrap, For Melting",₹125/ kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-21464213091.html,ferrous-metal-scrap,ahmedabad,kg
Non Ferrous Scrap Metal,"₹2,000/ kg",https://www.indiamart.com/proddetail/non-ferrous-scrap-metal-2869281248.html,ferrous-metal-scrap,ahmedabad,kg
"Aluminium Radiator Scrap, For Metal Industry",₹110/ kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-23316274797.html,ferrous-metal-scrap,ahmedabad,kg
"Cast Iron Scraps Hms 1, For Metal Industry",₹51/ kg,https://www.indiamart.com/proddetail/cast-iron-scraps-hms-1-26408923173.html,ferrous-metal-scrap,ahmedabad,kg
