name,price,url,category,city,metric
Natural Hot Washed PET Bottle Flake,₹60/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-23633018497.html,pet-bottle-flake,ahmedabad,kg
White Crushed PET Bottle Scrap,₹60/ kg,https://www.indiamart.com/proddetail/crushed-pet-bottle-scrap-2850982485788.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Bottle Flakes,₹60/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-2849540744955.html,pet-bottle-flake,ahmedabad,kg
Pet Bottles Flakes First Quality,₹38/ kg,https://www.indiamart.com/proddetail/pet-bottles-flakes-first-quality-15228874412.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Bottle Flakes,₹85/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-26561140662.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Flakes,₹50/ kg,https://www.indiamart.com/proddetail/pet-flakes-2851775610812.html,pet-bottle-flake,ahmedabad,kg
"PET Bottle Flakes, Packaging Type: Pp Bag",₹50/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-22605371030.html,pet-bottle-flake,ahmedabad,kg
Milky White Pet Flakes,₹65/ kg,https://www.indiamart.com/proddetail/pet-flakes-2850803046512.html,pet-bottle-flake,ahmedabad,kg
"Green Hot Washed Recycled PET Bottle Flakes G 2, Packaging Type: Plastic Bag, Packaging Size: 50 Kg",₹58/ kg,https://www.indiamart.com/proddetail/recycled-pet-bottle-flakes-g-2-19219998412.html,pet-bottle-flake,ahmedabad,kg
"Green PET Strapping Flakes, For Industrial, Packaging Size: 25Kg",₹44/ kg,https://www.indiamart.com/proddetail/pet-strapping-flakes-21463595791.html,pet-bottle-flake,ahmedabad,kg
Green Hot Washed Colored Pet Bottle Flakes,₹58/ kg,https://www.indiamart.com/proddetail/colored-pet-bottle-flakes-24618825848.html,pet-bottle-flake,ahmedabad,kg
Natural Pet Flakes,₹64/ kg,https://www.indiamart.com/proddetail/pet-flakes-27095474830.html,pet-bottle-flake,ahmedabad,kg
Milky White PET Bottle Flakes Scrap,₹55/ kg,https://www.indiamart.com/proddetail/pet-bottle-flakes-scrap-21100751291.html,pet-bottle-flake,ahmedabad,kg
Natural Hot Washed Pet Flakes,₹50/ kg,https://www.indiamart.com/proddetail/pet-flakes-24825024633.html,pet-bottle-flake,ahmedabad,kg
clear Hot Washed Pet Bottle Scrap,₹48/ kg,https://www.indiamart.com/proddetail/pet-bottle-scrap-2851568495030.html,pet-bottle-flake,ahmedabad,kg
Pet Bottle Powder,₹55/ kg,https://www.indiamart.com/proddetail/pet-bottle-powder-2851091023630.html,pet-bottle-flake,ahmedabad,kg
"Pet Bottle Flake, Packaging Type: Plastic Bag, Packaging Size: 30-500 Kg",₹65/ kg,https://www.indiamart.com/proddetail/pet-bottle-flake-20727930991.html,pet-bottle-flake,ahmedabad,kg
White Hot Washed Clear PET Flakes,₹54/ kg,https://www.indiamart.com/proddetail/clear-pet-flakes-2851833980891.html,pet-bottle-flake,ahmedabad,kg
Natural Pet bottle crush,₹57/ kg,https://www.indiamart.com/proddetail/pet-bottle-crush-2850373882333.html,pet-bottle-flake,ahmedabad,kg
Green Unwashed Plastic Flakes,₹60/ kg,https://www.indiamart.com/proddetail/green-unwashed-plastic-flakes-2851358594912.html,pet-bottle-flake,ahmedabad,kg
mix Unwashed Pet Bottle Scrap,₹37/ kg,https://www.indiamart.com/proddetail/pet-bottle-scrap-2851740036448.html,pet-bottle-flake,ahmedabad,kg
Clear Pet Bottles Flakes,"₹3,000/ kg",https://www.indiamart.com/sarvatipolitec-limited/,pet-bottle-flake,agra,kg
Flake PET Granules,₹80/ kg,https://www.indiamart.com/proddetail/flake-pet-granules-20988380888.html,pet-bottle-flake,amritsar,kg
Plastic Chair Flakes,₹46/ kg,https://www.indiamart.com/msr-industries-allahabad/,pet-bottle-flake,allahabad,kg
"Mild Steel Railway Scrap, For Metal Industry, Loose",₹45/ kg,https://www.indiamart.com/proddetail/mild-steel-railway-scrap-27020481712.html,ferrous-metal-scrap,ahmedabad,kg
"C.R.C. Sheet Iron Scrap, For Industrial, Bundle Size: 8*8","₹48,500/ tonne",https://www.indiamart.com/proddetail/c-r-c-sheet-iron-scrap-13387733673.html,ferrous-metal-scrap,ahmedabad,tonne
"Aluminium Radiator Scrap, For Metal Industry",₹110/ kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-23316274797.html,ferrous-metal-scrap,ahmedabad,kg
"Aluminium Radiator Scrap, For Melting",₹125/ kg,https://www.indiamart.com/proddetail/aluminium-radiator-scrap-21464213091.html,ferrous-metal-scrap,ahmedabad,kg
MS Iron Sheet Metal Scrap Strips,"₹42,500/ tonne",https://www.indiamart.com/proddetail/ms-iron-sheet-metal-scrap-strips-21991420591.html,ferrous-metal-scrap,ahmedabad,tonne
"Waste Sheets Iron Scrap, Packaging Type: Loose",₹30/ kg,https://www.indiamart.com/proddetail/waste-sheets-iron-scrap-22787740333.html,ferrous-metal-scrap,ahmedabad,kg
Non Ferrous Scrap Metal,"₹2,000/ kg",https://www.indiamart.com/proddetail/non-ferrous-scrap-metal-2869281248.html,ferrous-metal-scrap,ahmedabad,kg
"Ss 316 Shaded Foundary Scrap, For stainless steel",₹250/ kg,https://www.indiamart.com/proddetail/ss-316-shaded-foundary-scrap-2849923694530.html,ferrous-metal-scrap,ahmedabad,kg
